year,fit,lower,higher,tau,region,parameter
1995,20.4642857142857,20.2290308769807,20.6995405515907,0.5,South East,age_init_whole_sample
1996,20.8,20.5625316671243,21.0374683328757,0.5,South East,age_init_whole_sample
1997,21.15,20.9105772442776,21.3894227557225,0.5,South East,age_init_whole_sample
1998,21.5142857142857,21.2722673542487,21.7563040743228,0.5,South East,age_init_whole_sample
1999,21.8928571428571,21.646494718436,22.1392195672783,0.5,South East,age_init_whole_sample
2000,22.2857142857143,22.0320122807123,22.5394162907163,0.5,South East,age_init_whole_sample
2001,22.6928571428571,22.427559403847,22.9581548818673,0.5,South East,age_init_whole_sample
2002,23.1142857142857,22.832025828988,23.3965455995834,0.5,South East,age_init_whole_sample
2003,23.55,23.2445952682348,23.8554047317652,0.5,South East,age_init_whole_sample
2004,24,23.6648080652288,24.3351919347712,0.5,South East,age_init_whole_sample
2005,24.4642857142857,24.0925272603972,24.8360441681742,0.5,South East,age_init_whole_sample
2006,24.9428571428571,24.5278443879209,25.3578698977933,0.5,South East,age_init_whole_sample
2007,25.4357142857143,24.9709765352517,25.9004520361768,0.5,South East,age_init_whole_sample
2008,25.9428571428571,25.4221870161843,26.46352726953,0.5,South East,age_init_whole_sample
2009,26.4642857142857,25.8817370918148,27.0468343367566,0.5,South East,age_init_whole_sample
2010,27,26.3498624292447,27.6501375707553,0.5,South East,age_init_whole_sample
2011,27.55,26.8267650171347,28.2732349828653,0.5,South East,age_init_whole_sample
2012,28.1142857142857,27.3126131868719,28.9159582416995,0.5,South East,age_init_whole_sample
2013,28.6928571428571,27.8075451617906,29.5781691239237,0.5,South East,age_init_whole_sample
2014,29.2857142857143,28.3116736785492,30.2597548928793,0.5,South East,age_init_whole_sample
2015,29.8928571428571,28.8250905229262,30.9606237627881,0.5,South East,age_init_whole_sample
2016,30.5142857142857,29.3478705216035,31.6807009069679,0.5,South East,age_init_whole_sample
2017,31.15,29.8800748729211,32.4199251270788,0.5,South East,age_init_whole_sample
2018,31.8,30.4217538489416,33.1782461510583,0.5,South East,age_init_whole_sample
2019,32.4642857142857,30.9729489551713,33.9556224734001,0.5,South East,age_init_whole_sample
1990,22.5142857142857,22.2363836486362,22.7921877799353,0.75,South East,age_init_whole_sample
1991,22.8928571428572,22.60663303408,23.1790812516343,0.75,South East,age_init_whole_sample
1992,23.2857142857143,22.9909143476839,23.5805142237447,0.75,South East,age_init_whole_sample
1993,23.6928571428572,23.3901082069226,23.9956060787917,0.75,South East,age_init_whole_sample
1994,24.1142857142857,23.8047617467594,24.4238096818121,0.75,South East,age_init_whole_sample
1995,24.55,24.2351434600258,24.8648565399742,0.75,South East,age_init_whole_sample
1996,25,24.6812826576467,25.3187173423533,0.75,South East,age_init_whole_sample
1997,25.4642857142857,25.1429905367835,25.785580891788,0.75,South East,age_init_whole_sample
1998,25.9428571428572,25.6198658027999,26.2658484829144,0.75,South East,age_init_whole_sample
1999,26.4357142857143,26.1112910379098,26.7601375335188,0.75,South East,age_init_whole_sample
2000,26.9428571428572,26.6164295228505,27.2692847628638,0.75,South East,age_init_whole_sample
2001,27.4642857142857,27.1342366804117,27.7943347481598,0.75,South East,age_init_whole_sample
2002,28,27.6635034736279,28.3364965263721,0.75,South East,age_init_whole_sample
2003,28.55,28.2029452321398,28.8970547678603,0.75,South East,age_init_whole_sample
2004,29.1142857142857,28.7513324491406,29.4772389794309,0.75,South East,age_init_whole_sample
2005,29.6928571428571,29.3076331374336,30.0780811482807,0.75,South East,age_init_whole_sample
2006,30.2857142857143,29.8711182565707,30.7003103148579,0.75,South East,age_init_whole_sample
2007,30.8928571428571,30.4413933315217,31.3443209541926,0.75,South East,age_init_whole_sample
2008,31.5142857142857,31.0183560993666,32.0102153292049,0.75,South East,age_init_whole_sample
2009,32.15,31.6021120004625,32.6978879995375,0.75,South East,age_init_whole_sample
2010,32.8,32.1928851858595,33.4071148141405,0.75,South East,age_init_whole_sample
2011,33.4642857142857,32.7909483400333,34.1376230885382,0.75,South East,age_init_whole_sample
2012,34.1428571428571,33.3965774493875,34.8891368363268,0.75,South East,age_init_whole_sample
2013,34.8357142857143,34.0100275612051,35.6614010102234,0.75,South East,age_init_whole_sample
2014,35.5428571428571,34.6315226849074,36.4541916008069,0.75,South East,age_init_whole_sample
2015,36.2642857142857,35.2612538556189,37.2673175729525,0.75,South East,age_init_whole_sample
2016,37,35.8993812692476,38.1006187307524,0.75,South East,age_init_whole_sample
2017,37.75,36.5460380630571,38.9539619369429,0.75,South East,age_init_whole_sample
2018,38.5142857142857,37.2013344531911,39.8272369753802,0.75,South East,age_init_whole_sample
2019,39.2928571428571,37.8653616207803,40.7203526649339,0.75,South East,age_init_whole_sample
1990,16.4464609800363,16.3422771739775,16.550644786095,0.25,South West,age_init_whole_sample
1991,16.5651542649728,16.4559965984081,16.6743119315375,0.25,South West,age_init_whole_sample
1992,16.6936479128857,16.5802222670002,16.8070735587711,0.25,South West,age_init_whole_sample
1993,16.831941923775,16.7149886055106,16.9488952420393,0.25,South West,age_init_whole_sample
1994,16.9800362976407,16.8602549701827,17.0998176250986,0.25,South West,age_init_whole_sample
1995,17.1379310344828,17.0159142260154,17.2599478429501,0.25,South West,age_init_whole_sample
1996,17.3056261343013,17.1817950370581,17.4294572315444,0.25,South West,age_init_whole_sample
1997,17.4831215970962,17.3576611025496,17.6085820916428,0.25,South West,age_init_whole_sample
1998,17.6704174228675,17.5432107637823,17.7976240819527,0.25,South West,age_init_whole_sample
1999,17.8675136116152,17.7380810856852,17.9969461375453,0.25,South West,age_init_whole_sample
2000,18.0744101633394,17.9418608972837,18.2069594293951,0.25,South West,age_init_whole_sample
2001,18.2911070780399,18.1541160005398,18.4280981555401,0.25,South West,age_init_whole_sample
2002,18.5176043557169,18.3744256210731,18.6607830903606,0.25,South West,age_init_whole_sample
2003,18.7539019963702,18.6024228997399,18.9053810930006,0.25,South West,age_init_whole_sample
2004,19,18.8378276370846,19.1621723629154,0.25,South West,age_init_whole_sample
2005,19.2558983666062,19.0804610809206,19.4313356522917,0.25,South West,age_init_whole_sample
2006,19.5215970961887,19.3302402951304,19.7129538972471,0.25,South West,age_init_whole_sample
2007,19.7970961887477,19.5871580219479,20.0070343555476,0.25,South West,age_init_whole_sample
2008,20.0823956442831,19.8512574418612,20.3135338467051,0.25,South West,age_init_whole_sample
2009,20.3774954627949,20.1226093575161,20.6323815680738,0.25,South West,age_init_whole_sample
2010,20.6823956442831,20.4012953052975,20.9634959832688,0.25,South West,age_init_whole_sample
2011,20.9970961887477,20.6873968533428,21.3067955241526,0.25,South West,age_init_whole_sample
2012,21.3215970961887,20.9809897806477,21.6622044117298,0.25,South West,age_init_whole_sample
2013,21.6558983666062,21.2821415277735,22.0296552054389,0.25,South West,age_init_whole_sample
2014,22,21.5909105890547,22.4090894109453,0.25,South West,age_init_whole_sample
2015,22.3539019963702,21.9073469294152,22.8004570633253,0.25,South West,age_init_whole_sample
2016,22.7176043557169,22.2314928615795,23.2037158498542,0.25,South West,age_init_whole_sample
2017,23.0911070780399,22.5633840660019,23.618830090078,0.25,South West,age_init_whole_sample
2018,23.4744101633394,22.9030505901134,24.0457697365654,0.25,South West,age_init_whole_sample
2019,23.8675136116152,23.2505177529618,24.4845094702687,0.25,South West,age_init_whole_sample
1990,18.8518518518519,18.6990848994234,19.0046188042803,0.5,South West,age_init_whole_sample
1991,19.087962962963,18.9284138105593,19.2475121153667,0.5,South West,age_init_whole_sample
1992,19.3333333333333,19.1681010769883,19.4985655896784,0.5,South West,age_init_whole_sample
1993,19.587962962963,19.4181789535411,19.7577469723848,0.5,South West,age_init_whole_sample
1994,19.8518518518519,19.6785221570522,20.0251815466515,0.5,South West,age_init_whole_sample
1995,20.125,19.9488611800244,20.3011388199756,0.5,South West,age_init_whole_sample
1996,20.4074074074074,20.2287845465507,20.5860302682641,0.5,South West,age_init_whole_sample
1997,20.6990740740741,20.5177393743265,20.8804087738216,0.5,South West,age_init_whole_sample
1998,21,20.8150415294205,21.1849584705795,0.5,South West,age_init_whole_sample
1999,21.3101851851852,21.1199078253555,21.5004625450149,0.5,South West,age_init_whole_sample
2000,21.6296296296296,21.4315185621638,21.8277406970955,0.5,South West,age_init_whole_sample
2001,21.9583333333333,21.7491053314465,22.1675613352202,0.5,South West,age_init_whole_sample
2002,22.2962962962963,22.0720404956626,22.52055209693,0.5,South West,age_init_whole_sample
2003,22.6435185185185,22.3998959192,22.887141117837,0.5,South West,age_init_whole_sample
2004,23,22.7324513512427,23.2675486487573,0.5,South West,age_init_whole_sample
2005,23.3657407407407,23.0696587577775,23.661822723704,0.5,South West,age_init_whole_sample
2006,23.7407407407407,23.4115862878918,24.0698951935896,0.5,South West,age_init_whole_sample
2007,24.125,23.7583646676337,24.4916353323663,0.5,South West,age_init_whole_sample
2008,24.5185185185185,24.1101476375923,24.9268893994447,0.5,South West,age_init_whole_sample
2009,24.9212962962963,24.4670878341058,25.3755047584868,0.5,South West,age_init_whole_sample
2010,25.3333333333333,24.8293245907296,25.8373420759371,0.5,South West,age_init_whole_sample
2011,25.7546296296296,25.1969793136896,26.3122799455697,0.5,South West,age_init_whole_sample
2012,26.1851851851852,25.5701550197607,26.8002153506097,0.5,South West,age_init_whole_sample
2013,26.625,25.9489378429457,27.3010621570543,0.5,South West,age_init_whole_sample
2014,27.0740740740741,26.3333992669657,27.8147488811825,0.5,South West,age_init_whole_sample
2015,27.5324074074074,26.7235984500403,28.3412163647745,0.5,South West,age_init_whole_sample
2016,28,27.1195843574181,28.8804156425819,0.5,South West,age_init_whole_sample
2017,28.4768518518519,27.5213976009484,29.4323061027553,0.5,South West,age_init_whole_sample
2018,28.962962962963,27.9290719741408,29.9968539517851,0.5,South West,age_init_whole_sample
2019,29.4583333333333,28.3426357096603,30.5740309570064,0.5,South West,age_init_whole_sample
1990,22.3358147229115,22.1138642093817,22.5577652364413,0.75,South West,age_init_whole_sample
1991,22.6650124069479,22.4366140980517,22.8934107158441,0.75,South West,age_init_whole_sample
1992,23.0024813895782,22.7670515582649,23.2379112208914,0.75,South West,age_init_whole_sample
1993,23.3482216708023,23.1058953363751,23.5905480052296,0.75,South West,age_init_whole_sample
1994,23.7022332506204,23.4536220842126,23.9508444170281,0.75,South West,age_init_whole_sample
1995,24.0645161290323,23.8105039553312,24.3185283027333,0.75,South West,age_init_whole_sample
1996,24.435070306038,24.1766402670897,24.6935003449864,0.75,South West,age_init_whole_sample
1997,24.8138957816377,24.5519785321402,25.0758130311352,0.75,South West,age_init_whole_sample
1998,25.2009925558313,24.9363253807971,25.4656597308654,0.75,South West,age_init_whole_sample
1999,25.5963606286187,25.3293502312767,25.8633710259607,0.75,South West,age_init_whole_sample
2000,26,25.730586115585,26.269413884415,0.75,South West,age_init_whole_sample
2001,26.4119106699752,26.1394337439697,26.6843875959807,0.75,South West,age_init_whole_sample
2002,26.8320926385443,26.5551764677634,27.1090088093251,0.75,South West,age_init_whole_sample
2003,27.2605459057072,26.9770138274542,27.5440779839602,0.75,South West,age_init_whole_sample
2004,27.697270471464,27.4041175431864,27.9904233997417,0.75,South West,age_init_whole_sample
2005,28.1422663358147,27.8357048830974,28.4488277885321,0.75,South West,age_init_whole_sample
2006,28.5955334987593,28.2711132945897,28.9199537029289,0.75,South West,age_init_whole_sample
2007,29.0570719602978,28.7098546455351,29.4042892750604,0.75,South West,age_init_whole_sample
2008,29.5268817204301,29.1516336489473,29.9021297919129,0.75,South West,age_init_whole_sample
2009,30.0049627791563,29.5963301254445,30.4135954328682,0.75,South West,age_init_whole_sample
2010,30.4913151364764,30.0439581274592,30.9386721454936,0.75,South West,age_init_whole_sample
2011,30.9859387923904,30.4946188224902,31.4772587622906,0.75,South West,age_init_whole_sample
2012,31.4888337468983,30.9484594565642,32.0292080372324,0.75,South West,age_init_whole_sample
2013,32,31.4056435732951,32.5943564267049,0.75,South West,age_init_whole_sample
2014,32.5194375516956,31.8663323690424,33.1725427343488,0.75,South West,age_init_whole_sample
2015,33.0471464019851,32.3306746688841,33.7636181350861,0.75,South West,age_init_whole_sample
2016,33.5831265508685,32.7988026447014,34.3674504570356,0.75,South West,age_init_whole_sample
2017,34.1273779983457,33.2708309386285,34.983925058063,0.75,South West,age_init_whole_sample
2018,34.6799007444169,33.7468575852062,35.6129439036275,0.75,South West,age_init_whole_sample
2019,35.2406947890819,34.2269657397579,36.2544238384059,0.75,South West,age_init_whole_sample
1990,16.1946802490096,16.018253000019,16.3711074980002,0.25,Wales,age_init_whole_sample
1991,16.2852292020374,16.0960708010584,16.4743876030163,0.25,Wales,age_init_whole_sample
1992,16.3904923599321,16.1906625824371,16.5903221374271,0.25,Wales,age_init_whole_sample
1993,16.5104697226938,16.302110919745,16.7188285256427,0.25,Wales,age_init_whole_sample
1994,16.6451612903226,16.4303255567915,16.8599970238536,0.25,Wales,age_init_whole_sample
1995,16.7945670628183,16.5750687143843,17.0140654112523,0.25,Wales,age_init_whole_sample
1996,16.9586870401811,16.7359566891664,17.1814173911958,0.25,Wales,age_init_whole_sample
1997,17.1375212224109,16.9124485523158,17.3625938925059,0.25,Wales,age_init_whole_sample
1998,17.3310696095076,17.1038315847474,17.5583076342679,0.25,Wales,age_init_whole_sample
1999,17.5393322014714,17.3092161623643,17.7694482405786,0.25,Wales,age_init_whole_sample
2000,17.7623089983022,17.5275574164347,17.9970605801697,0.25,Wales,age_init_whole_sample
2001,18,17.7577210584539,18.2422789415461,0.25,Wales,age_init_whole_sample
2002,18.2524052065648,17.9985974100471,18.5062130030825,0.25,Wales,age_init_whole_sample
2003,18.5195246179966,18.249238940949,18.7898102950442,0.25,Wales,age_init_whole_sample
2004,18.8013582342954,18.5089706815022,19.0937457870886,0.25,Wales,age_init_whole_sample
2005,19.0979060554612,18.7774286205164,19.418383490406,0.25,Wales,age_init_whole_sample
2006,19.4091680814941,19.0545208044967,19.7638153584914,0.25,Wales,age_init_whole_sample
2007,19.7351443123939,19.3403442818824,20.1299443429054,0.25,Wales,age_init_whole_sample
2008,20.0758347481607,19.6350987559768,20.5165707403446,0.25,Wales,age_init_whole_sample
2009,20.4312393887946,19.9390210496265,20.9234577279626,0.25,Wales,age_init_whole_sample
2010,20.8013582342954,20.2523452191282,21.3503712494626,0.25,Wales,age_init_whole_sample
2011,21.1861912846633,20.5752829129193,21.7970996564073,0.25,Wales,age_init_whole_sample
2012,21.5857385398981,20.9080164661108,22.2634606136855,0.25,Wales,age_init_whole_sample
2013,22,21.2506987816684,22.7493012183316,0.25,Wales,age_init_whole_sample
