year,fit,lower,higher,tau,region,parameter
2010,35.4786324786325,34.8168716847171,36.140393272548,0.75,London,age_init_whole_sample
2011,35.9544159544161,35.2269331588145,36.6818987500177,0.75,London,age_init_whole_sample
2012,36.4273504273507,35.6281405296548,37.2265603250466,0.75,London,age_init_whole_sample
2013,36.8974358974363,36.0206650662647,37.7742067286079,0.75,London,age_init_whole_sample
2014,37.3646723646729,36.4046634508258,38.32468127852,0.75,London,age_init_whole_sample
2015,37.8290598290605,36.7802745631323,38.8778450949888,0.75,London,age_init_whole_sample
2016,38.2905982905991,37.1476191383672,39.4335774428311,0.75,London,age_init_whole_sample
2017,38.7492877492888,37.5068009174996,39.991774581078,0.75,London,age_init_whole_sample
2018,39.2051282051294,37.8579084499207,40.5523479603381,0.75,London,age_init_whole_sample
2019,39.658119658121,38.2010170737703,41.1152222424718,0.75,London,age_init_whole_sample
1990,15.8569500674764,15.6471824978229,16.0667176371298,0.25,North East,age_init_whole_sample
1991,16,15.814511706405,16.185488293595,0.25,North East,age_init_whole_sample
1992,16.1497975708502,15.9819993323537,16.3175958093467,0.25,North East,age_init_whole_sample
1993,16.306342780027,16.1504425250731,16.4622430349809,0.25,North East,age_init_whole_sample
1994,16.4696356275304,16.3210385461963,16.6182327088645,0.25,North East,age_init_whole_sample
1995,16.6396761133603,16.4951356195262,16.7842166071945,0.25,North East,age_init_whole_sample
1996,16.8164642375169,16.6739075688757,16.959020906158,0.25,North East,age_init_whole_sample
1997,17,16.8581014359787,17.1418985640213,0.25,North East,age_init_whole_sample
1998,17.1902834008097,17.0479073326533,17.3326594689662,0.25,North East,age_init_whole_sample
1999,17.387314439946,17.2429258748239,17.5317030050681,0.25,North East,age_init_whole_sample
2000,17.5910931174089,17.4422213569786,17.7399648778392,0.25,North East,age_init_whole_sample
2001,17.8016194331984,17.6444912462219,17.9587476201749,0.25,North East,age_init_whole_sample
2002,18.0188933873144,17.8483666119702,18.1894201626587,0.25,North East,age_init_whole_sample
2003,18.2429149797571,18.0527495235061,18.4330804360081,0.25,North East,age_init_whole_sample
2004,18.4736842105263,18.2570106852448,18.6903577358078,0.25,North East,age_init_whole_sample
2005,18.7112010796221,18.4609644881493,18.961437671095,0.25,North East,age_init_whole_sample
2006,18.9554655870445,18.6647097408637,19.2462214332254,0.25,North East,age_init_whole_sample
2007,19.2064777327935,18.8684683597657,19.5444871058214,0.25,North East,age_init_whole_sample
2008,19.4642375168691,19.0724832629404,19.8559917707978,0.25,North East,age_init_whole_sample
2009,19.7287449392713,19.2769718837547,20.1805179947878,0.25,North East,age_init_whole_sample
2010,20,19.4821125435398,20.5178874564602,0.25,North East,age_init_whole_sample
2011,20.2780026990553,19.6880455934845,20.8679598046261,0.25,North East,age_init_whole_sample
2012,20.5627530364373,19.8948795062795,21.230626566595,0.25,North East,age_init_whole_sample
2013,20.8542510121457,20.1026976208968,21.6058044033947,0.25,North East,age_init_whole_sample
2014,21.1524966261808,20.311564020875,21.9934292314867,0.25,North East,age_init_whole_sample
2015,21.4574898785425,20.5215282112184,22.3934515458666,0.25,North East,age_init_whole_sample
2016,21.7692307692308,20.7326286899352,22.8058328485263,0.25,North East,age_init_whole_sample
2017,22.0877192982456,20.9448956257313,23.23054297076,0.25,North East,age_init_whole_sample
2018,22.412955465587,21.1583528520618,23.6675580791123,0.25,North East,age_init_whole_sample
2019,22.7449392712551,21.3730193516188,24.1168591908913,0.25,North East,age_init_whole_sample
1990,17.8178053830228,17.6404088833294,17.9952018827162,0.5,North East,age_init_whole_sample
1991,18,17.819495812592,18.1805041874081,0.5,North East,age_init_whole_sample
1992,18.1959972394755,18.0125890342388,18.3794054447122,0.5,North East,age_init_whole_sample
1993,18.4057971014493,18.2202265243321,18.5913676785664,0.5,North East,age_init_whole_sample
1994,18.6293995859213,18.4426655863468,18.8161335854959,0.5,North East,age_init_whole_sample
1995,18.8668046928917,18.6799091357068,19.0537002500765,0.5,North East,age_init_whole_sample
1996,19.1180124223603,18.9317137794421,19.3043110652784,0.5,North East,age_init_whole_sample
1997,19.3830227743271,19.1975809530663,19.568464595588,0.5,North East,age_init_whole_sample
1998,19.6618357487923,19.4767425266264,19.8469289709582,0.5,North East,age_init_whole_sample
1999,19.9544513457557,19.7681652824427,20.1407374090687,0.5,North East,age_init_whole_sample
2000,20.2608695652174,20.070611329493,20.4511278009418,0.5,North East,age_init_whole_sample
2001,20.5810904071774,20.3827854517018,20.7793953626529,0.5,North East,age_init_whole_sample
2002,20.9151138716356,20.7035519358308,21.1266758074405,0.5,North East,age_init_whole_sample
2003,21.2629399585921,21.032131192892,21.4937487242923,0.5,North East,age_init_whole_sample
2004,21.6245686680469,21.3681725398651,21.8809647962288,0.5,North East,age_init_whole_sample
2005,22,21.7116834105746,22.2883165894254,0.5,North East,age_init_whole_sample
2006,22.3892339544514,22.0628875305054,22.7155803783973,0.5,North East,age_init_whole_sample
2007,22.792270531401,22.4220946931025,23.1624463696995,0.5,North East,age_init_whole_sample
2008,23.2091097308489,22.789618082485,23.6286013792127,0.5,North East,age_init_whole_sample
2009,23.639751552795,23.1657354320617,24.1137676735284,0.5,North East,age_init_whole_sample
2010,24.0841959972395,23.5506774789743,24.6177145155047,0.5,North East,age_init_whole_sample
2011,24.5424430641822,23.9446296467175,25.1402564816469,0.5,North East,age_init_whole_sample
2012,25.0144927536232,24.3477386157577,25.6812468914887,0.5,North East,age_init_whole_sample
2013,25.5003450655625,24.7601197596002,26.2405703715248,0.5,North East,age_init_whole_sample
2014,26,25.1818638430004,26.8181361569996,0.5,North East,age_init_whole_sample
2015,26.5134575569358,25.6130425284537,27.413872585418,0.5,North East,age_init_whole_sample
2016,27.0407177363699,26.0537127111301,28.0277227616097,0.5,North East,age_init_whole_sample
2017,27.5817805383023,26.5039198606614,28.6596412159432,0.5,North East,age_init_whole_sample
2018,28.1366459627329,26.9637005738345,29.3095913516314,0.5,North East,age_init_whole_sample
2019,28.7053140096618,27.4330845197745,29.9775434995492,0.5,North East,age_init_whole_sample
1990,20.5411764705882,20.2874702380371,20.7948827031394,0.75,North East,age_init_whole_sample
1991,20.8941176470588,20.6324814705996,21.1557538235181,0.75,North East,age_init_whole_sample
1992,21.2549019607843,20.9869637457221,21.5228401758466,0.75,North East,age_init_whole_sample
1993,21.6235294117647,21.3511050111169,21.8959538124125,0.75,North East,age_init_whole_sample
1994,22,21.724915558912,22.275084441088,0.75,North East,age_init_whole_sample
1995,22.3843137254902,22.1082431056445,22.6603843453359,0.75,North East,age_init_whole_sample
1996,22.7764705882353,22.5007714179706,23.0521697585,0.75,North East,age_init_whole_sample
1997,23.1764705882353,22.9020067380849,23.4509344383857,0.75,North East,age_init_whole_sample
1998,23.5843137254902,23.3112580952692,23.8573693557112,0.75,North East,age_init_whole_sample
1999,24,23.7276221843688,24.2723778156312,0.75,North East,age_init_whole_sample
2000,24.4235294117647,24.1499906112279,24.6970682123015,0.75,North East,age_init_whole_sample
2001,24.8549019607843,24.5771027315617,25.132701190007,0.75,North East,age_init_whole_sample
2002,25.2941176470588,25.0076607247558,25.5805745693618,0.75,North East,age_init_whole_sample
2003,25.7411764705882,25.4404947733474,26.0418581678291,0.75,North East,age_init_whole_sample
2004,26.1960784313726,25.8747248147057,26.5174320480394,0.75,North East,age_init_whole_sample
2005,26.6588235294118,26.3098493124037,27.0077977464198,0.75,North East,age_init_whole_sample
2006,27.1294117647059,26.7457283641398,27.513095165272,0.75,North East,age_init_whole_sample
2007,27.6078431372549,27.1824887667686,28.0331975077412,0.75,North East,age_init_whole_sample
2008,28.0941176470588,27.6204078482852,28.5678274458325,0.75,North East,age_init_whole_sample
2009,28.5882352941177,28.0598186901809,29.1166518980544,0.75,North East,age_init_whole_sample
2010,29.0901960784314,28.5010505516365,29.6793416052262,0.75,North East,age_init_whole_sample
2011,29.6,28.9443993826233,30.2556006173767,0.75,North East,age_init_whole_sample
2012,30.1176470588235,29.390117762863,30.8451763547841,0.75,North East,age_init_whole_sample
2013,30.643137254902,29.8384151651997,31.4478593446042,0.75,North East,age_init_whole_sample
2014,31.1764705882353,30.2894627037624,32.0634784727082,0.75,North East,age_init_whole_sample
2015,31.7176470588235,30.74339920121,32.691894916437,0.75,North East,age_init_whole_sample
2016,32.2666666666667,31.2003370868462,33.3329962464871,0.75,North East,age_init_whole_sample
2017,32.8235294117647,31.660367547391,33.9866912761384,0.75,North East,age_init_whole_sample
2018,33.3882352941176,32.1235647945882,34.6529057936471,0.75,North East,age_init_whole_sample
2019,33.9607843137255,32.5899895043677,35.3315791230833,0.75,North East,age_init_whole_sample
1990,17.7777777777778,17.6823308822294,17.8732246733262,0.25,North West,age_init_whole_sample
1991,18,17.899050492928,18.100949507072,0.25,North West,age_init_whole_sample
1992,18.2222222222222,18.1161805126806,18.3282639317638,0.25,North West,age_init_whole_sample
1993,18.4444444444444,18.3336385671489,18.5552503217399,0.25,North West,age_init_whole_sample
1994,18.6666666666667,18.5512045117585,18.7821288215748,0.25,North West,age_init_whole_sample
1995,18.8888888888889,18.7685449723312,19.0092328054466,0.25,North West,age_init_whole_sample
1996,19.1111111111111,18.9852373422011,19.2369848800211,0.25,North West,age_init_whole_sample
1997,19.3333333333333,19.2008015632538,19.4658651034128,0.25,North West,age_init_whole_sample
1998,19.5555555555555,19.4147426573773,19.6963684537338,0.25,North West,age_init_whole_sample
1999,19.7777777777778,19.6265992885251,19.9289562670304,0.25,North West,age_init_whole_sample
2000,20,19.8359869343973,20.1640130656027,0.25,North West,age_init_whole_sample
2001,20.2222222222222,20.0426236405296,20.4018208039148,0.25,North West,age_init_whole_sample
2002,20.4444444444444,20.2463332115807,20.6425556773082,0.25,North West,age_init_whole_sample
2003,20.6666666666667,20.4470300381462,20.8863032951871,0.25,North West,age_init_whole_sample
2004,20.8888888888889,20.6446950116076,21.1330827661702,0.25,North West,age_init_whole_sample
2005,21.1111111111111,20.8393512880012,21.382870934221,0.25,North West,age_init_whole_sample
2006,21.3333333333333,21.031044822541,21.6356218441256,0.25,North West,age_init_whole_sample
2007,21.5555555555555,21.2198309379263,21.8912801731848,0.25,North West,age_init_whole_sample
2008,21.7777777777778,21.4057661227347,22.1497894328208,0.25,North West,age_init_whole_sample
2009,22,21.5889036018098,22.4110963981902,0.25,North West,age_init_whole_sample
2010,22.2222222222222,21.7692913228123,22.6751531216321,0.25,North West,age_init_whole_sample
2011,22.4444444444444,21.9469713533367,22.9419175355521,0.25,North West,age_init_whole_sample
2012,22.6666666666667,22.1219800292584,23.2113533040749,0.25,North West,age_init_whole_sample
2013,22.8888888888889,22.2943484563205,23.4834293214572,0.25,North West,age_init_whole_sample
2014,23.1111111111111,22.4641031403346,23.7581190818875,0.25,North West,age_init_whole_sample
2015,23.3333333333333,22.6312666277238,24.0354000389428,0.25,North West,age_init_whole_sample
2016,23.5555555555555,22.7958580998202,24.3152530112909,0.25,North West,age_init_whole_sample
2017,23.7777777777778,22.9578938984015,24.597661657154,0.25,North West,age_init_whole_sample
2018,24,23.1173879777793,24.8826120222207,0.25,North West,age_init_whole_sample
2019,24.2222222222222,23.2743522873889,25.1700921570555,0.25,North West,age_init_whole_sample
1990,20.2010582010582,20.0769132085319,20.3252031935844,0.5,North West,age_init_whole_sample
1991,20.5502645502645,20.4187031392312,20.6818259612979,0.5,North West,age_init_whole_sample
1992,20.9047619047619,20.7663962957403,21.0431275137834,0.5,North West,age_init_whole_sample
1993,21.2645502645502,21.1198812624279,21.4092192666726,0.5,North West,age_init_whole_sample
1994,21.6296296296296,21.4789127998218,21.7803464594374,0.5,North West,age_init_whole_sample
1995,22,21.8431338641108,22.1568661358892,0.5,North West,age_init_whole_sample
1996,22.3756613756614,22.2120958142029,22.5392269371198,0.5,North West,age_init_whole_sample
1997,22.7566137566137,22.5852845782884,22.9279429349391,0.5,North West,age_init_whole_sample
1998,23.1428571428571,22.9621566727344,23.3235576129799,0.5,North West,age_init_whole_sample
1999,23.5343915343915,23.3421833273554,23.7265997414277,0.5,North West,age_init_whole_sample
2000,23.9312169312169,23.7248949285039,24.13753893393,0.5,North West,age_init_whole_sample
2001,24.3333333333333,24.1099150021922,24.5567516644744,0.5,North West,age_init_whole_sample
2002,24.7407407407407,24.4969756862979,24.9845057951835,0.5,North West,age_init_whole_sample
2003,25.1534391534391,24.88591368621,25.4209646206682,0.5,North West,age_init_whole_sample
2004,25.5714285714286,25.2766523543772,25.86620478848,0.5,North West,age_init_whole_sample
2005,25.994708994709,25.669178093621,26.320239895797,0.5,North West,age_init_whole_sample
2006,26.4232804232804,26.0635177870348,26.783043059526,0.5,North West,age_init_whole_sample
2007,26.8571428571428,26.4597207872494,27.2545649270363,0.5,North West,age_init_whole_sample
2008,27.2962962962963,26.8578462713671,27.7347463212254,0.5,North West,age_init_whole_sample
2009,27.7407407407407,27.2579552499431,28.2235262315384,0.5,North West,age_init_whole_sample
2010,28.1904761904762,27.6601060190152,28.7208463619371,0.5,North West,age_init_whole_sample
2011,28.6455026455026,28.0643519056079,29.2266533853973,0.5,North West,age_init_whole_sample
2012,29.1058201058201,28.470740421269,29.7408997903711,0.5,North West,age_init_whole_sample
2013,29.5714285714285,28.8793132159148,30.2635439269423,0.5,North West,age_init_whole_sample
2014,30.042328042328,29.2901064456936,30.7945496389624,0.5,North West,age_init_whole_sample
2015,30.5185185185185,29.7031513236262,31.3338857134108,0.5,North West,age_init_whole_sample
2016,31,30.1184747222497,31.8815252777503,0.5,North West,age_init_whole_sample
2017,31.4867724867725,30.5360997591896,32.4374452143553,0.5,North West,age_init_whole_sample
2018,31.978835978836,30.956046332863,33.0016256248089,0.5,North West,age_init_whole_sample
2019,32.4761904761904,31.3783315959664,33.5740493564145,0.5,North West,age_init_whole_sample
1990,23.5287997027127,23.3788066268691,23.6787927785563,0.75,North West,age_init_whole_sample
1991,24.0066889632107,23.8493412011216,24.1640367252998,0.75,North West,age_init_whole_sample
1992,24.4927536231884,24.3282783200033,24.6572289263735,0.75,North West,age_init_whole_sample
1993,24.9869936826458,24.8156696676507,25.1583176976409,0.75,North West,age_init_whole_sample
1994,25.489409141583,25.3111666252144,25.6676516579517,0.75,North West,age_init_whole_sample
1995,26,25.8140957846797,26.1859042153202,0.75,North West,age_init_whole_sample
1996,26.5187662578967,26.3235361051524,26.713996410641,0.75,North West,age_init_whole_sample
1997,27.0457079152731,26.8384236390571,27.2529921914891,0.75,North West,age_init_whole_sample
1998,27.5808249721293,27.3576894794983,27.8039604647602,0.75,North West,age_init_whole_sample
1999,28.1241174284652,27.8804041494424,28.3678307074881,0.75,North West,age_init_whole_sample
2000,28.6755852842809,28.4058810807933,28.9452894877685,0.75,North West,age_init_whole_sample
2001,29.2352285395763,28.9337064000927,29.53675067906,0.75,North West,age_init_whole_sample
2002,29.8030471943515,29.4637013770293,30.1423930116737,0.75,North West,age_init_whole_sample
2003,30.3790412486064,29.9958518402425,30.7622306569704,0.75,North West,age_init_whole_sample
2004,30.9632107023411,30.5302382349292,31.396183169753,0.75,North West,age_init_whole_sample
2005,31.5555555555555,31.0669833985653,32.0441277125457,0.75,North West,age_init_whole_sample
2006,32.1560758082497,31.6062202851217,32.7059313313776,0.75,North West,age_init_whole_sample
2007,32.7647714604236,32.1480750185649,33.3814679022823,0.75,North West,age_init_whole_sample
2008,33.3816425120773,32.6926596351335,34.070625389021,0.75,North West,age_init_whole_sample
2009,34.0066889632107,33.2400701744073,34.7733077520141,0.75,North West,age_init_whole_sample
2010,34.6399108138238,33.7903873741581,35.4894342534895,0.75,North West,age_init_whole_sample
2011,35.2813080639167,34.3436784271367,36.2189377006968,0.75,North West,age_init_whole_sample
2012,35.9308807134894,34.899999010924,36.9617624160547,0.75,North West,age_init_whole_sample
2013,36.5886287625418,35.4593952264027,37.7178622986809,0.75,North West,age_init_whole_sample
2014,37.2545522110739,36.0219053025118,38.487199119636,0.75,North West,age_init_whole_sample
2015,37.9286510590858,36.5875610333728,39.2697410847988,0.75,North West,age_init_whole_sample
2016,38.6109253065774,37.1563889621645,40.0654616509904,0.75,North West,age_init_whole_sample
2017,39.3013749535488,37.7284113442192,40.8743385628785,0.75,North West,age_init_whole_sample
2018,40,38.3036469255875,41.6963530744125,0.75,North West,age_init_whole_sample
2019,40.7068004459308,38.8821115709103,42.5314893209514,0.75,North West,age_init_whole_sample
1990,17,16.7794926647753,17.2205073352247,0.25,Northern Ireland,age_init_whole_sample
1991,17.1704545454546,16.9503108615607,17.3905982293484,0.25,Northern Ireland,age_init_whole_sample
1992,17.3431818181818,17.1203798090241,17.5659838273395,0.25,Northern Ireland,age_init_whole_sample
1993,17.5181818181818,17.2915238951848,17.7448397411789,0.25,Northern Ireland,age_init_whole_sample
1994,17.6954545454546,17.46503113995,17.9258779509591,0.25,Northern Ireland,age_init_whole_sample
1995,17.875,17.6416521515175,18.1083478484825,0.25,Northern Ireland,age_init_whole_sample
1996,18.0568181818182,17.821649434698,18.2919869289383,0.25,Northern Ireland,age_init_whole_sample
1997,18.2409090909091,18.0048357183372,18.476982463481,0.25,Northern Ireland,age_init_whole_sample
1998,18.4272727272727,18.1905850450488,18.6639604094967,0.25,Northern Ireland,age_init_whole_sample
1999,18.6159090909091,18.3778310107004,18.8539871711178,0.25,Northern Ireland,age_init_whole_sample
2000,18.8068181818182,18.5650927903724,19.048543573264,0.25,Northern Ireland,age_init_whole_sample
2001,19,18.750589005475,19.249410994525,0.25,Northern Ireland,age_init_whole_sample
2002,19.1954545454546,18.9324818516888,19.4584272392203,0.25,Northern Ireland,age_init_whole_sample
2003,19.3931818181818,19.1092071843384,19.6771564520252,0.25,Northern Ireland,age_init_whole_sample
2004,19.5931818181818,19.2797406331164,19.9066230032473,0.25,Northern Ireland,age_init_whole_sample
2005,19.7954545454546,19.4436601788205,20.1472489120887,0.25,Northern Ireland,age_init_whole_sample
2006,20,19.6010122814576,20.3989877185425,0.25,Northern Ireland,age_init_whole_sample
2007,20.2068181818182,19.75210544495,20.6615309186864,0.25,Northern Ireland,age_init_whole_sample
2008,20.4159090909091,19.8973400559497,20.9344781258685,0.25,Northern Ireland,age_init_whole_sample
2009,20.6272727272727,20.0371087844679,21.2174366700776,0.25,Northern Ireland,age_init_whole_sample
2010,20.8409090909091,20.171753678388,21.5100645034302,0.25,Northern Ireland,age_init_whole_sample
2011,21.0568181818182,20.3015557697748,21.8120805938616,0.25,Northern Ireland,age_init_whole_sample
2012,21.275,20.4267393437087,22.1232606562913,0.25,Northern Ireland,age_init_whole_sample
2013,21.4954545454546,20.5474810739116,22.4434280169975,0.25,Northern Ireland,age_init_whole_sample
2014,21.7181818181818,20.6639195818574,22.7724440545063,0.25,Northern Ireland,age_init_whole_sample
2015,21.9431818181818,20.7761637771029,23.1101998592608,0.25,Northern Ireland,age_init_whole_sample
2016,22.1704545454546,20.8842995994631,23.456609491446,0.25,Northern Ireland,age_init_whole_sample
2017,22.4,20.9883952748312,23.8116047251688,0.25,Northern Ireland,age_init_whole_sample
2018,22.6318181818182,21.0885053425992,24.1751310210372,0.25,Northern Ireland,age_init_whole_sample
2019,22.8659090909091,21.1846737206509,24.5471444611673,0.25,Northern Ireland,age_init_whole_sample
1990,19.3125,18.8626579004102,19.7623420995898,0.5,Northern Ireland,age_init_whole_sample
1991,19.609375,19.1581529909282,20.0605970090718,0.5,Northern Ireland,age_init_whole_sample
1992,19.9,19.4448904937898,20.3551095062102,0.5,Northern Ireland,age_init_whole_sample
1993,20.184375,19.7243333770953,20.6444166229047,0.5,Northern Ireland,age_init_whole_sample
1994,20.4625,19.9976273946587,20.9273726053413,0.5,Northern Ireland,age_init_whole_sample
1995,20.734375,20.2656023668671,21.2031476331329,0.5,Northern Ireland,age_init_whole_sample
1996,21,20.5287946814731,21.4712053185269,0.5,Northern Ireland,age_init_whole_sample
1997,21.259375,20.7874713807263,21.7312786192737,0.5,Northern Ireland,age_init_whole_sample
1998,21.5125,21.0416454344471,21.9833545655529,0.5,Northern Ireland,age_init_whole_sample
1999,21.759375,21.2910780812835,22.2276719187165,0.5,Northern Ireland,age_init_whole_sample
2000,22,21.5352682701312,22.4647317298689,0.5,Northern Ireland,age_init_whole_sample
2001,22.234375,21.7734331330027,22.6953168669973,0.5,Northern Ireland,age_init_whole_sample
2002,22.4625,22.0044888937448,22.9205111062552,0.5,Northern Ireland,age_init_whole_sample
2003,22.684375,22.2270494827477,23.1417005172523,0.5,Northern Ireland,age_init_whole_sample
2004,22.9,22.4394681802809,23.3605318197191,0.5,Northern Ireland,age_init_whole_sample
2005,23.109375,22.6399479139779,23.5788020860221,0.5,Northern Ireland,age_init_whole_sample
2006,23.3125,22.826726183801,23.798273816199,0.5,Northern Ireland,age_init_whole_sample
2007,23.509375,22.9982979890212,24.0204520109789,0.5,Northern Ireland,age_init_whole_sample
2008,23.7,23.1535997021565,24.2464002978435,0.5,Northern Ireland,age_init_whole_sample
2009,23.884375,23.2920812110159,24.4766687889842,0.5,Northern Ireland,age_init_whole_sample
2010,24.0625,23.4136512459816,24.7113487540184,0.5,Northern Ireland,age_init_whole_sample
2011,24.234375,23.5185435234307,24.9502064765693,0.5,Northern Ireland,age_init_whole_sample
2012,24.4,23.6071702157771,25.192829784223,0.5,Northern Ireland,age_init_whole_sample
2013,24.559375,23.6800064854794,25.4387435145206,0.5,Northern Ireland,age_init_whole_sample
2014,24.7125,23.737518109333,25.687481890667,0.5,Northern Ireland,age_init_whole_sample
2015,24.859375,23.7801250515615,25.9386249484386,0.5,Northern Ireland,age_init_whole_sample
2016,25,23.8081885228225,26.1918114771776,0.5,Northern Ireland,age_init_whole_sample
2017,25.134375,23.8220109156088,26.4467390843912,0.5,Northern Ireland,age_init_whole_sample
2018,25.2625,23.8218416298746,26.7031583701254,0.5,Northern Ireland,age_init_whole_sample
2019,25.384375,23.807884847957,26.960865152043,0.5,Northern Ireland,age_init_whole_sample
1990,22.3453996983409,21.3051315365974,23.3856678600844,0.75,Northern Ireland,age_init_whole_sample
1991,22.6877828054299,21.7992714258055,23.5762941850542,0.75,Northern Ireland,age_init_whole_sample
1992,23.027149321267,22.2670162142983,23.7872824282357,0.75,Northern Ireland,age_init_whole_sample
1993,23.3634992458522,22.7070982678051,24.0199002238993,0.75,Northern Ireland,age_init_whole_sample
1994,23.6968325791855,23.1187446444794,24.2749205138917,0.75,Northern Ireland,age_init_whole_sample
1995,24.027149321267,23.5025306461521,24.5517679963819,0.75,Northern Ireland,age_init_whole_sample
1996,24.3544494720966,23.8611641805543,24.8477347636388,0.75,Northern Ireland,age_init_whole_sample
1997,24.6787330316742,24.1994084293437,25.1580576340048,0.75,Northern Ireland,age_init_whole_sample
1998,25,24.5228856856191,25.4771143143809,0.75,Northern Ireland,age_init_whole_sample
1999,25.3182503770739,24.8365499740034,25.7999507801445,0.75,Northern Ireland,age_init_whole_sample
2000,25.633484162896,25.1436992042327,26.1232691215592,0.75,Northern Ireland,age_init_whole_sample
2001,25.9457013574661,25.4456569172335,26.4457457976987,0.75,Northern Ireland,age_init_whole_sample
2002,26.2549019607843,25.7418291917185,26.7679747298502,0.75,Northern Ireland,age_init_whole_sample
2003,26.5610859728507,26.0299281390271,27.0922438066743,0.75,Northern Ireland,age_init_whole_sample
2004,26.8642533936652,26.3063647575361,27.4221420297943,0.75,Northern Ireland,age_init_whole_sample
2005,27.1644042232278,26.5668960931143,27.7619123533413,0.75,Northern Ireland,age_init_whole_sample
2006,27.4615384615385,26.8074780061643,28.1155989169127,0.75,Northern Ireland,age_init_whole_sample
2007,27.7556561085973,27.0250306995678,28.4862815176268,0.75,Northern Ireland,age_init_whole_sample
2008,28.0467571644043,27.2177780952508,28.8757362335577,0.75,Northern Ireland,age_init_whole_sample
2009,28.3348416289593,27.3851009813701,29.2845822765485,0.75,Northern Ireland,age_init_whole_sample
2010,28.6199095022625,27.5271382682903,29.7126807362346,0.75,Northern Ireland,age_init_whole_sample
2011,28.9019607843138,27.6443986662518,30.1595229023757,0.75,Northern Ireland,age_init_whole_sample
2012,29.1809954751132,27.7375005199329,30.6244904302934,0.75,Northern Ireland,age_init_whole_sample
2013,29.4570135746607,27.8070368696861,31.1069902796352,0.75,Northern Ireland,age_init_whole_sample
2014,29.7300150829563,27.8535220680404,31.6065080978722,0.75,Northern Ireland,age_init_whole_sample
2015,30,27.8773807859779,32.1226192140222,0.75,Northern Ireland,age_init_whole_sample
2016,30.2669683257919,27.8789552164023,32.6549814351814,0.75,Northern Ireland,age_init_whole_sample
2017,30.5309200603319,27.8585181113653,33.2033220092984,0.75,Northern Ireland,age_init_whole_sample
2018,30.7918552036199,27.8162861811948,33.7674242260451,0.75,Northern Ireland,age_init_whole_sample
2019,31.0497737556561,27.7524318306824,34.3471156806299,0.75,Northern Ireland,age_init_whole_sample
1990,16.5568181818182,16.4299878779542,16.6836484856822,0.25,South East,age_init_whole_sample
1991,16.6909090909091,16.5578101608776,16.8240080209406,0.25,South East,age_init_whole_sample
1992,16.8386363636364,16.7008230060012,16.9764497212715,0.25,South East,age_init_whole_sample
1993,17,16.8587838850492,17.1412161149508,0.25,South East,age_init_whole_sample
1994,17.175,17.0313677334195,17.3186322665805,0.25,South East,age_init_whole_sample
1995,17.3636363636364,17.2181518478811,17.5091208793916,0.25,South East,age_init_whole_sample
1996,17.5659090909091,17.4186030480175,17.7132151338006,0.25,South East,age_init_whole_sample
1997,17.7818181818182,17.6320758895938,17.9315604740426,0.25,South East,age_init_whole_sample
1998,18.0113636363636,17.8578339583489,18.1648933143784,0.25,South East,age_init_whole_sample
1999,18.2545454545455,18.0951043103745,18.4139865987164,0.25,South East,age_init_whole_sample
2000,18.5113636363636,18.3431622519214,18.6795650208059,0.25,South East,age_init_whole_sample
2001,18.7818181818182,18.6014223274352,18.9622140362012,0.25,South East,age_init_whole_sample
2002,19.0659090909091,18.8694988249367,19.2623193568815,0.25,South East,age_init_whole_sample
2003,19.3636363636364,19.1472123650766,19.5800603621961,0.25,South East,age_init_whole_sample
2004,19.675,19.4345495839716,19.9154504160284,0.25,South East,age_init_whole_sample
2005,20,19.7316031828725,20.2683968171275,0.25,South East,age_init_whole_sample
2006,20.3386363636363,20.038517379821,20.6387553474517,0.25,South East,age_init_whole_sample
2007,20.6909090909091,20.3554500169692,21.026368164849,0.25,South East,age_init_whole_sample
2008,21.0568181818182,20.6825512239754,21.4310851396609,0.25,South East,age_init_whole_sample
2009,21.4363636363636,21.0199539035416,21.8527733691856,0.25,South East,age_init_whole_sample
2010,21.8295454545454,21.3677711560894,22.2913197530014,0.25,South East,age_init_whole_sample
2011,22.2363636363636,21.7260971687062,22.746630104021,0.25,South East,age_init_whole_sample
2012,22.6568181818182,22.0950095129229,23.2186268507134,0.25,South East,age_init_whole_sample
2013,23.0909090909091,22.4745717830921,23.707246398726,0.25,South East,age_init_whole_sample
2014,23.5386363636363,22.8648360870343,24.2124366402383,0.25,South East,age_init_whole_sample
2015,24,23.2658452065339,24.7341547934661,0.25,South East,age_init_whole_sample
2016,24.475,23.6776343923809,25.272365607619,0.25,South East,age_init_whole_sample
2017,24.9636363636363,24.1002328216724,25.8270399056003,0.25,South East,age_init_whole_sample
2018,25.4659090909091,24.5336647666047,26.3981534152134,0.25,South East,age_init_whole_sample
2019,25.9818181818181,24.9779505265625,26.9856858370738,0.25,South East,age_init_whole_sample
1990,19,18.7954227543622,19.2045772456378,0.5,South East,age_init_whole_sample
1991,19.2642857142857,19.0505961977639,19.4779752308076,0.5,South East,age_init_whole_sample
1992,19.5428571428572,19.3214136044726,19.7643006812417,0.5,South East,age_init_whole_sample
1993,19.8357142857143,19.6081320521558,20.0632965192728,0.5,South East,age_init_whole_sample
1994,20.1428571428572,19.9107479617412,20.3749663239731,0.5,South East,age_init_whole_sample
